기준월,토픽ID,토픽명,제목,날짜,URL
2025-11,토픽6,온라인 플랫폼·디지털 지원,"토스플레이스, 단말기서 제로페이 QR결제 지원",2025-11-19,https://view.asiae.co.kr/article/2025111909245972488
2025-11,토픽6,온라인 플랫폼·디지털 지원,웨이팅부터 리뷰까지 카페 창업에 이젠 IT솔루션 '필수',2025-11-20,https://view.asiae.co.kr/article/2025112007343215750
2025-11,토픽6,온라인 플랫폼·디지털 지원,"플렉스, 600만 소상공인 위한 '플렉스 미니' 출시",2025-11-26,https://view.asiae.co.kr/article/2025112609521935127
2025-11,토픽6,온라인 플랫폼·디지털 지원,"카카오페이, '션과함께' 소상공인 기부마라톤 흥행 나흘 만에 30억보 돌파",2025-11-17,https://view.asiae.co.kr/article/2025111716475262715
2025-11,토픽7,상생협력·중소기업 지원,"한수정, 상생경영 우수기업 인증 ""지역사회와 동반성장 공로""",2025-11-21,https://view.asiae.co.kr/article/2025112108400199368
2025-11,토픽7,상생협력·중소기업 지원,"소진공, '무신사 패션 브랜딩 역량강화 교육' 성과공유회",2025-11-27,https://view.asiae.co.kr/article/2025112708371226018
2025-11,토픽7,상생협력·중소기업 지원,"부산항만공사, ‘제14회 대한민국 나눔국민대상’ 보건복지부 장관 표창",2025-11-06,https://view.asiae.co.kr/article/2025110615344347846
2025-11,토픽7,상생협력·중소기업 지원,"소진공, 대 중소기업 동반성장 중기부 장관 표창",2025-11-26,https://view.asiae.co.kr/article/2025112607580260245
2025-11,토픽7,상생협력·중소기업 지원,"한유원, '2025 올해의 SNS' 공공기관 유튜브 부문 대상",2025-11-27,https://view.asiae.co.kr/article/2025112714374780631
2025-12,토픽0,정치권 재난·위기 재정대응,배당소득 분리과세 법인세 교육세법 통과 예산부수법안 모두 의결(종합),2025-12-02,https://view.asiae.co.kr/article/2025120221594033078
2025-12,토픽0,정치권 재난·위기 재정대응,"국민의힘, 2030 표심 공략 정년연장 새벽배송 이슈몰이",2025-12-15,https://view.asiae.co.kr/article/2025121510105377010
2025-12,토픽0,정치권 재난·위기 재정대응,"당정, 민생 과잉형벌 대폭 완화 기업 중대위법은 금전책임 강화",2025-12-30,https://view.asiae.co.kr/article/2025123008115443983
2025-12,토픽0,정치권 재난·위기 재정대응,"구미경찰서, 노쇼 사기 범죄 예방에 앞장",2025-12-30,https://view.asiae.co.kr/article/2025123012490325307
2025-12,토픽0,정치권 재난·위기 재정대응,"정진욱 의원, 더불어민주당 '국정감사 우수의원'",2025-12-16,https://view.asiae.co.kr/article/2025121609464519440
2025-12,토픽1,은행·금융권 소상공인 지원,"KB국민은행, 신용보증재단중앙회와 600억원 규모 소상공인 대출 지원",2025-12-30,https://view.asiae.co.kr/article/2025123008491970800
2025-12,토픽1,은행·금융권 소상공인 지원,"케이뱅크, '사장님 경영컨설팅' 출시 우대 금리 혜택도 제공",2025-12-03,https://view.asiae.co.kr/article/2025120309112215702
2025-12,토픽1,은행·금융권 소상공인 지원,"KB국민은행, 금융권 최대 규모 562억원 새도약기금 출연",2025-12-30,https://view.asiae.co.kr/article/2025123011041204291
2025-12,토픽1,은행·금융권 소상공인 지원,"새도약기금, 18만명 보유한 1.4조원 연체채권 매입",2025-12-23,https://view.asiae.co.kr/article/2025122309193975968
2025-12,토픽1,은행·금융권 소상공인 지원,신한은행 '선순환 포용금융 프로그램' 오는 1월부터 시행,2025-12-29,https://view.asiae.co.kr/article/2025122910370809949
2025-12,토픽2,코로나 방역·지자체 행정,"강기정 “부강한 광주, 이제 시작” 군공항 이전 미래산업 본격화",2025-12-23,https://view.asiae.co.kr/article/2025122312325835862
2025-12,토픽2,코로나 방역·지자체 행정,"[신년사]방세환 시장 “50만 자족도시 완성 원년 광주역 중심 철도시대 열겠다""",2025-12-31,https://view.asiae.co.kr/article/2025123114505902937
2025-12,토픽2,코로나 방역·지자체 행정,"이장우 대전시장 ""내년 예산 1월부터 바로 집행할 수 있도록 신속히 준비""",2025-12-29,https://view.asiae.co.kr/article/2025122912582094061
2025-12,토픽2,코로나 방역·지자체 행정,"전북도, 2026년부터 달라지는 제도 시책",2025-12-31,https://view.asiae.co.kr/article/2025123110460413679
2025-12,토픽2,코로나 방역·지자체 행정,"고양시, 2026년 본예산 3조4210억원 확정 민생안정 미래성장에 중점",2025-12-17,https://view.asiae.co.kr/article/2025121708190554414
2025-12,토픽3,최저임금·노사 협상,"대전시, 2026년 1월 1일 字 승진 국 과장급 전보인사",2025-12-25,https://view.asiae.co.kr/article/2025122509453889646
2025-12,토픽3,최저임금·노사 협상,강 시장 약속 이행? 광주도시철도 2호선 1단계 도로 개방률 82.5%,2025-12-18,https://view.asiae.co.kr/article/2025121815165554010
2025-12,토픽3,최저임금·노사 협상,"[THE VIEW]새벽배송 멈추면, 일자리도 멈춘다",2025-12-03,https://view.asiae.co.kr/article/2025120109482731459
2025-12,토픽3,최저임금·노사 협상,"억눌린 감정을 연기로, 자신을 해방으로 류승룡의 '김부장'[라임라이트]",2025-12-02,https://view.asiae.co.kr/article/2025120120105521925
2025-12,토픽3,최저임금·노사 협상,"서울시, 과장급 34명 승진 행정직 女 비중 확대",2025-12-12,https://view.asiae.co.kr/article/2025121215495484096
2025-12,토픽4,지역화폐·소비쿠폰,"남원시, 내년 지역사랑상품권 1천210억 규모 발행",2025-12-31,https://view.asiae.co.kr/article/2025123114272945118
2025-12,토픽4,지역화폐·소비쿠폰,"고창군, 17일까지 '12월 지역사랑상품권' 할인 판매",2025-12-01,https://view.asiae.co.kr/article/2025120110034877685
2025-12,토픽4,지역화폐·소비쿠폰,울산페이 2340억원 푼다 2026년 지역경제에 다시 불 지펴,2025-12-31,https://view.asiae.co.kr/article/2025123109080355828
2025-12,토픽4,지역화폐·소비쿠폰,"'110억 규모' 진주사랑상품권, 새해 첫 달부터 시작",2025-12-29,https://view.asiae.co.kr/article/2025122907592864034
2025-12,토픽4,지역화폐·소비쿠폰,"광명시, 다음달 지역화폐 인센티브 10%+캐시백 5% 제공",2025-12-31,https://view.asiae.co.kr/article/2025123108575474990
2025-12,토픽5,물가·민생 거시대책,"중기부, 소상공인 고용보험료 지원사업 실시 내년 1월1일부터",2025-12-29,https://view.asiae.co.kr/article/2025122908332674616
2025-12,토픽5,물가·민생 거시대책,'반도체 기저효과' 10월 생산 2.5%↓ 소비 3.5%↑[3분 브리프],2025-12-01,https://view.asiae.co.kr/article/2025112815512700514
2025-12,토픽5,물가·민생 거시대책,"소상공인 77% ""1년새 매출 감소 정체"" 경영성과도 난망",2025-12-12,https://view.asiae.co.kr/article/2025121217140837497
2025-12,토픽5,물가·민생 거시대책,"중소기업계 ""정부의 '성장사다리 복원' 비전 환영""",2025-12-17,https://view.asiae.co.kr/article/2025121714094057524
2025-12,토픽5,물가·민생 거시대책,"3분기 소상공인 매출, 소비쿠폰 효과로 반등",2025-12-01,https://view.asiae.co.kr/article/2025120109574006147
2025-12,토픽6,온라인 플랫폼·디지털 지원,"AI가 옥외광고 영상 만들어준다 네이버, 애드부스트 스크린 도입",2025-12-17,https://view.asiae.co.kr/article/2025121709102111368
2025-12,토픽6,온라인 플랫폼·디지털 지원,"카카오페이, 기부 마라톤 온라인대회 성료 소상공인에 20억 기부",2025-12-01,https://view.asiae.co.kr/article/2025120115313855356
2025-12,토픽6,온라인 플랫폼·디지털 지원,"대전 '꿈돌이 캐릭터'협업상품, 6개월 만에 23억원 매출 달성",2025-12-04,https://view.asiae.co.kr/article/2025120409364120499
2025-12,토픽6,온라인 플랫폼·디지털 지원,"국민비서, 신규 서비스 추가 건보료 환급금 고지",2025-12-11,https://view.asiae.co.kr/article/2025121111290921215
2025-12,토픽6,온라인 플랫폼·디지털 지원,"차라리 '맛없다' 별점테러 하지 ""사고 당해 죽어라"" 막말 리뷰에 공분",2025-12-08,https://view.asiae.co.kr/article/2025120810563613551
2025-12,토픽7,상생협력·중소기업 지원,"대구 벤처빌리, 지역 최대 민간 창업보육공간 개소 '창업 생태계 활성화' 시동",2025-12-29,https://view.asiae.co.kr/article/2025122916322235006
2025-12,토픽7,상생협력·중소기업 지원,제조산업 뿌리 소공인 성과 한자리에,2025-12-17,https://view.asiae.co.kr/article/2025121709453657405
2025-12,토픽7,상생협력·중소기업 지원,"""실패는 성공 위한 자산"" 정부, 5년간 재도전 펀드 1조원 조성",2025-12-11,https://view.asiae.co.kr/article/2025121108331373824
2025-12,토픽7,상생협력·중소기업 지원,"소진공, 2025 소상공인 연구논문 공모전 시상식 개최",2025-12-08,https://view.asiae.co.kr/article/2025120807522897008
2025-12,토픽7,상생협력·중소기업 지원,"소진공, 역량강화사업 성과공유회 개최 우수사례 21건 선정",2025-12-11,https://view.asiae.co.kr/article/2025121108064003356
2026-01,토픽0,정치권 재난·위기 재정대응,"""한 번에 정리하겠다"" 이준석, 부정선거론자에 '100대 1' 공개토론 제안",2026-01-29,https://view.asiae.co.kr/article/2026012913370781544
2026-01,토픽0,정치권 재난·위기 재정대응,"안성시, '공무원 사칭 사기 피해 신고센터' 운영",2026-01-15,https://view.asiae.co.kr/article/2026011513401852701
2026-01,토픽0,정치권 재난·위기 재정대응,"국민의힘 대구시당, 경제정책위원회 신설 위원장 강철준 상임고문 구진모",2026-01-18,https://view.asiae.co.kr/article/2026011810434812497
2026-01,토픽0,정치권 재난·위기 재정대응,"중기부, '미사용 할인쿠폰 소멸' 야놀자 여기어때 공정위에 고발 요청",2026-01-14,https://view.asiae.co.kr/article/2026011414073479797
2026-01,토픽0,정치권 재난·위기 재정대응,"용인시, 올해 친환경차 4440대에 보조금 지원 내달 2일부터 접수",2026-01-29,https://view.asiae.co.kr/article/2026012910443529018
2026-01,토픽1,은행·금융권 소상공인 지원,"케이뱅크, 개인사업자보증서대출 취급액 6배 증가",2026-01-07,https://view.asiae.co.kr/article/2026010709322025799
2026-01,토픽1,은행·금융권 소상공인 지원,"경기신보, 하나銀과 손잡고 中企 소상공인 '협약보증' 2250억원",2026-01-25,https://view.asiae.co.kr/article/2026012510374754359
2026-01,토픽1,은행·금융권 소상공인 지원,"신한은행, 설 명절 맞아 중소기업에 15조 자금 공급",2026-01-19,https://view.asiae.co.kr/article/2026011910540243421
2026-01,토픽1,은행·금융권 소상공인 지원,"iM뱅크, 1조원 규모 '설 특별자금대출' 실시",2026-01-27,https://view.asiae.co.kr/article/2026012710564710238
2026-01,토픽1,은행·금융권 소상공인 지원,"서울시, 올해 소상공인 위해 2조4000억원 지원한다",2026-01-01,https://view.asiae.co.kr/article/2026010109561889037
2026-01,토픽2,코로나 방역·지자체 행정,"이천시 ""민생 안정 미래 성장 기반 사업에 재원 집중 투입""",2026-01-26,https://view.asiae.co.kr/article/2026012616290786433
2026-01,토픽2,코로나 방역·지자체 행정,"방세환 시장 ""민생 복지 철도 주력 50만 자족도시 도약 원년""",2026-01-07,https://view.asiae.co.kr/article/2026010714220538126
2026-01,토픽2,코로나 방역·지자체 행정,"김경희 이천시장 ""반도체 드론 클러스터 조성으로 신성장 기반 마련""",2026-01-08,https://view.asiae.co.kr/article/2026010811282560788
2026-01,토픽2,코로나 방역·지자체 행정,"‘준비의 도시’ 상주, 2026년을 실행으로 증명한다",2026-01-02,https://view.asiae.co.kr/article/2026010216023211966
2026-01,토픽2,코로나 방역·지자체 행정,"[신년사] 최충규 대전 대덕구청장 ""2026년은 대덕 도약 완성할 전환점""",2026-01-01,https://view.asiae.co.kr/article/2026010119464974277
2026-01,토픽3,최저임금·노사 협상,"이성헌 서대문구청장, 신년인사회서 5대 비전 제시",2026-01-16,https://view.asiae.co.kr/article/2026011613182342717
2026-01,토픽3,최저임금·노사 협상,"경기신보, 최병선 경기도의원과 의정부지점서 현장상담회",2026-01-12,https://view.asiae.co.kr/article/2026011214250162658
2026-01,토픽3,최저임금·노사 협상,"송치영 소공연 회장 ""올해 소상공인 권리 회복의 원년으로""",2026-01-27,https://view.asiae.co.kr/article/2026012715103232583
2026-01,토픽3,최저임금·노사 협상,"정일선 광주은행장, 취임 첫날 지역 中企 찾아",2026-01-05,https://view.asiae.co.kr/article/2026010515225802016
2026-01,토픽3,최저임금·노사 협상,"인천 부평구, 점심시간 주 정차 단속 유예 30분 연장",2026-01-28,https://view.asiae.co.kr/article/2026012807483909174
2026-01,토픽4,지역화폐·소비쿠폰,"나주시, 설 명절 앞두고 나주사랑상품권 확대 발행",2026-01-21,https://view.asiae.co.kr/article/2026012108242956091
2026-01,토픽4,지역화폐·소비쿠폰,지갑 열고 골목 웃다 새해 첫 카드형 모바일 포항사랑상품권 할인판매,2026-01-12,https://view.asiae.co.kr/article/2026011212171759917
2026-01,토픽4,지역화폐·소비쿠폰,"안산시, 온누리상품권 가능 '골목형 상점가' 3곳 추가 지정",2026-01-13,https://view.asiae.co.kr/article/2026011310344990114
2026-01,토픽4,지역화폐·소비쿠폰,"광명시, 시청로 광일로 일대 점포 노후 간판 정비 완료",2026-01-15,https://view.asiae.co.kr/article/2026011510300203046
2026-01,토픽4,지역화폐·소비쿠폰,경산사랑(愛)카드 10% 할인 소비 촉진 민생경제 회복 뒷받침,2026-01-05,https://view.asiae.co.kr/article/2026010514034912540
2026-01,토픽5,물가·민생 거시대책,"광주경총 ""고환율로 지역 경제 부담 대응 방안 마련돼야""",2026-01-21,https://view.asiae.co.kr/article/2026012110285613435
2026-01,토픽5,물가·민생 거시대책,"중앙지법, 분쟁 조기 해결 방점 '민생사건 재판부' 설치",2026-01-27,https://view.asiae.co.kr/article/2026012716521071831
2026-01,토픽5,물가·민생 거시대책,역대급 '불장'에 예금서 증시로 불붙은 '머니무브' [3분 브리프],2026-01-08,https://view.asiae.co.kr/article/2026010716131991041
2026-01,토픽5,물가·민생 거시대책,"'역대 최대' 자금 투입 ""사과 돼지고기 27만톤 풀고, 고등어는 반값"" 설 물가안정 총력전",2026-01-28,https://view.asiae.co.kr/article/2026012716543486904
